,Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
0,TESTANMA_6262.LAB,6/3/2020,11:35:33.000,249.359365,263.827057,8.087684,11.054936,10.313100,0.414699,18.625809,10.848002,4.347926,0.605309,0.617739,0.006949,0.265994,0.450734,0.103273,0.823721,4.678704,2.155001,0.017126,-1.958332,1.104314,2.865353,3.368722,0.281392,2.106850,1.409641,0.389752,6.486105,6.711908,0.126227,6.646141,6.929151,0.158207,108.949967,120.258255,6.321522,0.012545,0.011586,0.000536,-0.943638,1.368889,1.292742,7.119260,7.276176,0.087719,1.408943,2.912152,0.840319,0.131205,0.634964,0.281610,-1.565227,-3.091075,0.852975,-0.337404,-0.283479,0.030145,0.348311,1.995662,0.920897,-0.667642,2.035482,1.511092,3.621725,1.331284,1.280396,0.022241,0.031836,0.005364,0.718532,-0.709088,0.798064,0.594472,0.140039,0.254036,-0.256945,0.392788,0.363212,190.740738,190.577942,0.091004,0.974621,0.979762,0.002874,11.054936,10.313100,0.414699,108.949967,120.258255,6.321522,0.131205,0.634964,0.281610,0.265994,0.450734,0.103273,259.746659,276.175629,9.184065,112.163857,124.466660,6.877479,6.842194,7.171140,0.183887,256.715160,273.045746,9.129078,11.381043,10.671707,0.396531,267.408866,285.827545,10.296353,9.904088,24.178352,7.979556,9.759762,23.479893,7.669785,10.434571,24.046848,7.609494,0.605309,0.617739,0.006949,6.646141,6.929151,0.158207,13.039640,24.018766,6.137518,13.714449,24.585724,6.077228,3.594402,3.592017,0.001333,5.811435,5.805016,0.003588,89.786720,89.818680,0.017868,6.316511,6.394061,0.043352,-3.905494,-3.901978,0.001966,0.000000,0.000000,0.000000,563.514832,563.519653,0.002675,0.002968,0.003215,0.000138,NaN,NaN,NaN,1.384717,1.380226,0.002511
1,TESTANMA_6262.LAB,6/3/2020,11:35:33.200,246.234713,259.585205,10.817626,11.093360,10.506244,0.518601,15.460937,12.159480,4.596636,0.709552,0.635480,0.041950,0.206845,0.392719,0.144206,-0.630075,3.424199,3.080647,-0.020236,-1.471940,1.342336,3.181207,3.306051,0.281253,1.626446,1.487862,0.385245,6.452053,6.648646,0.164363,6.652469,6.859664,0.192044,114.949410,118.631065,6.457542,0.012250,0.011767,0.000585,-0.803107,0.818863,1.545592,7.285257,7.270146,0.085353,1.391702,2.532901,1.033916,0.477670,0.578317,0.278412,0.214724,-2.353623,1.656342,-0.342429,-0.297965,0.038338,0.401839,1.594530,1.113366,-0.212869,1.450655,1.733630,3.282531,1.836055,1.480132,0.014470,0.027883,0.009121,0.109465,-0.473997,0.838739,0.476916,0.230136,0.282015,0.134686,0.308681,0.364881,190.699009,190.610306,0.101110,0.979233,0.979399,0.002784,11.093360,10.506244,0.518601,114.949410,118.631065,6.457542,0.477670,0.578317,0.278412,0.206845,0.392719,0.144206,257.115204,271.542114,12.004900,118.757278,122.709641,7.016061,6.871187,7.094702,0.217516,254.314063,268.482880,11.868756,11.458220,10.864477,0.507519,265.554623,280.852051,13.134583,10.995468,20.828062,9.481888,10.470031,20.191914,9.202442,11.154889,20.787842,9.125976,0.709552,0.635480,0.041950,6.652468,6.859664,0.192044,12.540827,21.174221,7.655531,13.225685,21.770153,7.578877,3.594478,3.592628,0.001654,5.813488,5.807031,0.005010,89.786720,89.810692,0.021884,6.316511,6.374673,0.053095,-3.905494,-3.902857,0.002408,0.000000,0.000000,0.000000,563.515783,563.518677,0.003029,0.003002,0.003160,0.000160,NaN,NaN,NaN,1.384867,1.381379,0.003117
2,TESTANMA_6262.LAB,6/3/2020,11:35:33.400,243.046080,254.705612,11.840764,11.132571,10.707231,0.529802,12.231261,12.825022,4.233958,0.815929,0.674497,0.089128,0.146484,0.322632,0.164617,-2.113639,1.872982,3.594342,-0.058364,-0.993173,1.332167,3.503529,3.307843,0.282780,1.136205,1.468036,0.403604,6.417304,6.578435,0.175073,6.658926,6.791469,0.190328,121.071699,118.228348,6.166539,0.011949,0.011887,0.000537,-0.659699,0.297519,1.509124,7.454654,7.297997,0.119642,1.374107,2.150132,1.038757,0.831229,0.592382,0.291415,2.031123,-1.252891,2.392167,-0.347556,-0.313477,0.039853,0.456462,1.204323,1.099011,0.251216,0.958646,1.632563,2.936391,2.271599,1.402200,0.006540,0.022344,0.012192,-0.512073,-0.363213,0.775170,0.356953,0.296241,0.260224,0.534336,0.304504,0.361457,190.656426,190.634140,0.093333,0.983940,0.979978,0.003436,11.132571,10.707231,0.529802,121.071699,118.228348,6.166539,0.831229,0.592382,0.291415,0.146484,0.322632,0.164617,254.429867,266.371490,12.837661,125.485706,122.298317,6.715761,6.900773,7.024181,0.210249,251.863800,263.429962,12.621987,11.536978,11.072998,0.531079,263.662413,275.498047,13.697149,12.109195,17.700518,9.204145,11.194844,17.048895,9.016133,11.889956,17.675850,8.937287,0.815929,0.674497,0.089128,6.658925,6.791468,0.190328,12.031800,18.227871,7.800113,12.726912,18.854826,7.720487,3.594556,3.593256,0.001676,5.815583,5.809465,0.005718,89.786720,89.802696,0.021884,6.316511,6.355286,0.053095,-3.905494,-3.903736,0.002408,0.000000,0.000000,0.000000,563.516753,563.517761,0.002833,0.003037,0.003112,0.000152,NaN,NaN,NaN,1.385020,1.382562,0.003160
3,TESTANMA_6263.LAB,6/3/2020,11:35:33.600,241.627457,249.542328,10.443766,11.049540,10.891609,0.428378,12.168522,13.478015,3.695492,0.700529,0.690433,0.084120,0.153067,0.253862,0.144157,-1.458435,0.452805,3.101697,0.041374,-0.494459,1.095061,3.619569,3.332844,0.307831,0.939201,1.408808,0.463563,6.371096,6.498984,0.156491,6.630515,6.717591,0.158169,124.485499,118.508377,6.466731,0.011696,0.011957,0.000467,-0.149613,-0.121807,1.194751,7.826360,7.400187,0.266415,2.079827,1.908507,0.826810,0.791266,0.598455,0.296083,0.934358,-0.371512,2.171574,-0.117902,-0.283058,0.097577,0.652641,0.853351,0.876372,-0.129370,0.390519,1.337846,2.397490,2.599362,1.124102,0.010150,0.017527,0.011021,-0.541813,-0.258376,0.686768,0.201561,0.331267,0.224109,0.317593,0.256978,0.334897,190.638992,190.654480,0.076502,0.985867,0.980942,0.004363,11.049540,10.891609,0.428378,124.485499,118.508377,6.466731,0.791266,0.598455,0.296083,0.153067,0.253862,0.144157,252.547627,260.824463,11.213236,129.160383,122.621925,7.061695,6.879529,6.949412,0.171216,250.701812,258.144623,10.862138,11.464525,11.267027,0.435439,262.032219,269.818054,11.698673,16.291784,15.409491,7.308823,15.421392,14.751190,7.144477,15.657197,15.317307,7.075120,0.700529,0.690433,0.084120,6.630514,6.717589,0.158170,15.944826,16.064129,6.170751,16.180631,16.630245,6.112494,3.593049,3.593581,0.001358,5.814388,5.811661,0.004855,89.786720,89.794708,0.017868,6.316511,6.335898,0.043352,-3.905494,-3.904615,0.001966,0.000000,0.000000,0.000000,563.517294,563.517151,0.002280,0.002846,0.003026,0.000157,311.319389,NaN,NaN,1.383461,1.383434,0.002499
4,TESTANMA_6264.LAB,6/3/2020,11:35:33.800,241.536400,244.360794,3.379127,10.964327,11.058947,0.062574,12.768933,14.251093,2.793541,0.541701,0.674604,0.105275,0.188509,0.192180,0.048205,0.483801,-0.578925,1.247829,0.616945,0.119369,0.280712,3.607778,3.355487,0.326310,1.047776,1.371295,0.488052,6.345873,6.414487,0.057313,6.594311,6.636472,0.025820,125.637986,119.018906,6.997395,0.011639,0.012016,0.000382,0.428579,-0.425496,0.563797,8.490615,7.635230,0.545327,2.682628,1.787442,0.582573,0.702444,0.586763,0.289137,-0.612842,0.200427,1.384670,0.044574,-0.220144,0.177106,0.798820,0.531615,0.188504,0.682404,-0.015252,0.508777,2.551753,2.957978,0.506341,0.017484,0.014177,0.006136,-0.035598,-0.052297,0.517601,0.077292,0.341439,0.207340,-0.060779,0.133778,0.310142,190.638992,190.674835,0.044259,0.985867,0.981906,0.004892,10.964327,11.058947,0.062574,125.637986,119.018906,6.997395,0.702444,0.586763,0.289137,0.188509,0.192180,0.048205,253.183132,255.404495,2.992787,130.340413,123.181534,7.636566,6.841123,6.866961,0.025496,250.576663,252.834305,2.638038,11.374709,11.443095,0.067136,262.659704,264.263580,2.206380,20.559779,13.972064,4.406187,19.787091,13.326624,4.229445,19.697942,13.766912,3.879447,0.541701,0.674604,0.105275,6.594310,6.636472,0.025820,20.889582,14.889334,3.681691,20.800433,15.329623,3.334045,3.591341,3.593565,0.001390,5.814467,5.813872,0.001552,89.786720,89.786720,0.000000,6.316511,6.316511,0.000000,-3.905494,-3.905494,0.000000,0.000000,0.000000,0.000000,563.519242,563.516785,0.001656,0.002598,0.002890,0.000179,277.756625,NaN,NaN,1.381155,1.383844,0.001626
5,TESTANMA_6264.LAB,6/3/2020,11:35:34.000,241.646882,242.818314,2.009809,11.044483,11.056856,0.062915,10.300355,12.586001,1.858967,0.603824,0.674307,0.105521,0.188805,0.176742,0.025817,2.034346,-0.336800,1.642936,1.954218,0.506787,0.854539,3.626354,3.507687,0.189225,1.361284,1.222182,0.274165,6.378597,6.392985,0.041792,6.590916,6.625427,0.031775,126.021647,122.433250,4.615742,0.011907,0.011888,0.000242,0.634056,-0.109957,0.637931,9.459960,8.103370,0.888421,2.074941,1.920641,0.549602,1.062167,0.772955,0.211861,0.982675,0.710008,0.983014,-0.253509,-0.203364,0.166900,0.648296,0.591612,0.161363,5.055401,1.129357,2.223212,4.362132,3.106060,0.782140,0.016256,0.012980,0.004548,0.722451,-0.051514,0.519061,0.064558,0.235456,0.179189,0.092964,0.203760,0.228728,190.638992,190.654480,0.026009,0.985867,0.984155,0.002875,11.044483,11.056856,0.062915,126.021647,122.433250,4.615742,1.062167,0.772955,0.211861,0.188805,0.176742,0.025817,257.746766,255.004547,2.326956,130.763633,126.901474,5.004436,6.838918,6.866305,0.026320,250.739600,251.639191,1.582899,11.460072,11.458901,0.057484,267.445682,264.270935,2.219519,20.737668,16.138779,4.566443,19.569284,15.288528,4.431585,20.076301,15.695257,4.192605,0.603824,0.674307,0.105521,6.590915,6.625426,0.031775,21.760862,16.633579,4.549834,22.267879,17.040308,4.340559,3.591431,3.592971,0.001567,5.821666,5.815919,0.003298,89.786720,89.786720,0.000000,6.316511,6.316511,0.000000,-3.905494,-3.905494,0.000000,0.000000,0.000000,0.000000,563.524604,563.518738,0.003513,0.002546,0.002806,0.000226,281.189620,NaN,NaN,1.379730,1.382847,0.002332
6,TESTANMA_6265.LAB,6/3/2020,11:35:34.200,242.437155,242.058792,0.660776,11.156662,11.069517,0.076910,11.479560,11.789726,0.950226,0.691391,0.670675,0.104310,0.048298,0.145033,0.057512,-1.530977,-0.516981,1.730222,8.002171,2.111269,3.389401,3.641426,3.599731,0.055137,1.503870,1.197667,0.231074,6.401440,6.382862,0.027641,6.598606,6.614655,0.029353,126.074285,124.658226,2.104582,0.011969,0.011832,0.000153,0.300789,0.110822,0.517774,8.752702,8.396858,0.787213,2.141653,2.070632,0.464982,0.959437,0.869309,0.142041,4.859708,1.639004,2.032535,-0.409872,-0.216853,0.182906,0.410350,0.593314,0.158886,3.674476,1.906825,2.314328,2.006259,2.850805,0.908243,0.002926,0.010671,0.006224,0.559277,0.038449,0.588299,0.117640,0.163601,0.120620,0.022354,0.181294,0.242322,190.591334,190.632935,0.024456,0.982857,0.984880,0.001405,11.156662,11.069517,0.076910,126.074285,124.658226,2.104582,0.959437,0.869309,0.142041,0.048298,0.145033,0.057512,257.268293,255.035126,2.362406,130.838671,129.317764,2.244935,6.847970,6.861663,0.027274,251.599029,251.096161,0.590483,11.578286,11.482914,0.078401,266.990342,264.558075,2.502009,17.963015,17.532288,3.555787,16.907634,16.576050,3.523876,17.727377,17.009754,3.361056,0.691391,0.670675,0.104310,6.598605,6.614654,0.029353,19.183566,17.962126,3.991572,20.003309,18.395834,3.885956,3.591607,3.592397,0.001393,5.811135,5.815448,0.003852,89.786720,89.786720,0.000000,6.316511,6.316511,0.000000,-3.905494,-3.905494,0.000000,0.000000,0.000000,0.000000,563.517533,563.519104,0.003230,0.002406,0.002686,0.000252,275.026547,NaN,NaN,1.383374,1.382548,0.002092
7,TESTANMA_6266.LAB,6/3/2020,11:35:34.400,243.292794,242.108154,0.755375,11.254064,11.093815,0.112684,13.738937,12.091261,1.300151,0.767587,0.661006,0.088527,-0.111271,0.093482,0.128094,-6.155756,-1.325404,3.080317,14.366880,4.996318,6.120199,3.651600,3.629345,0.017399,1.548705,1.280167,0.273404,6.415153,6.382432,0.026980,6.608600,6.604590,0.015942,125.990864,125.642052,0.668997,0.011940,0.011830,0.000151,-0.154098,0.211942,0.352744,7.588350,8.423597,0.748528,2.444114,2.284633,0.269348,0.708625,0.844788,0.159738,8.664323,2.965644,3.772475,-0.476099,-0.242561,0.212508,0.196476,0.541317,0.237809,0.475558,1.951694,2.276064,-1.342894,1.994948,2.074665,-0.011745,0.007014,0.011974,0.091237,0.159111,0.502816,0.182634,0.128737,0.061435,-0.115147,0.051397,0.168636,190.537247,190.609100,0.045164,0.979441,0.983980,0.002853,11.254064,11.093815,0.112684,125.990864,125.642052,0.668997,0.708625,0.844788,0.159738,-0.111271,0.093482,0.128094,255.022416,255.153656,2.339200,130.765912,130.373810,0.706278,6.859065,6.853321,0.016619,252.513579,251.226120,0.826139,11.680592,11.511637,0.118970,264.687754,264.763123,2.451762,14.747743,18.059998,2.623254,13.968255,17.130730,2.548316,14.920453,17.615854,2.318559,0.767587,0.661006,0.088527,6.608599,6.604589,0.015942,15.933537,18.742474,2.721776,16.885735,19.227596,2.602267,3.591773,3.591840,0.000696,5.796498,5.811631,0.009295,89.786720,89.786720,0.000000,6.316511,6.316511,0.000000,-3.905494,-3.905494,0.000000,0.000000,0.000000,0.000000,563.507507,563.517212,0.006182,0.002267,0.002533,0.000217,266.751221,282.408691,17.019175,1.388041,1.383152,0.003152
8,TESTANMA_6266.LAB,6/3/2020,11:35:34.600,243.292794,242.441208,0.851478,11.254064,11.134720,0.128592,13.738937,12.405344,1.498098,0.767587,0.674418,0.100308,-0.111271,0.040614,0.150025,-6.155756,-2.264868,3.770114,14.366880,7.861419,6.558188,3.651600,3.635751,0.018744,1.548705,1.402068,0.212459,6.415153,6.391243,0.029435,6.608600,6.600207,0.008132,125.990864,125.943130,0.173953,0.011940,0.011879,0.000136,-0.154098,0.211045,0.353897,7.588350,8.375995,0.801685,2.444114,2.357490,0.248567,0.708625,0.828260,0.170568,8.664323,4.511638,4.281490,-0.476099,-0.314201,0.220215,0.196476,0.450084,0.269776,0.475558,2.072680,2.150398,-1.342894,1.246872,2.519821,-0.011745,0.002635,0.014315,0.091237,0.285721,0.333339,0.182634,0.124952,0.056184,-0.115147,-0.035151,0.091071,190.537247,190.588760,0.050893,0.979441,0.982695,0.003214,11.254064,11.134720,0.128592,125.990864,125.943130,0.173953,0.708625,0.828260,0.170568,-0.111271,0.040614,0.150025,255.022416,255.648605,1.863356,130.765912,130.694916,0.200713,6.859065,6.849228,0.009580,252.513579,251.588470,0.929532,11.680592,11.554850,0.135651,264.687754,265.294250,1.948203,14.747743,17.751188,2.953535,13.968255,16.840105,2.856254,14.920453,17.468506,2.491142,0.767587,0.674418,0.100308,6.608599,6.600206,0.008132,15.933537,18.740215,2.724680,16.885735,19.368618,2.407700,3.591773,3.591585,0.000196,5.796498,5.808053,0.011214,89.786720,89.786720,0.000000,6.316511,6.316511,0.000000,-3.905494,-3.905494,0.000000,0.000000,0.000000,0.000000,563.507507,563.515259,0.007553,0.002267,0.002417,0.000153,266.751221,273.495056,6.532058,1.388041,1.384068,0.003852
9,TESTANMA_6266.LAB,6/3/2020,11:35:34.800,243.292794,242.792480,0.739868,11.254064,11.192667,0.092957,13.738937,12.599345,1.615184,0.767587,0.719595,0.072643,-0.111271,-0.019342,0.135326,-6.155756,-3.592780,3.729012,14.366880,10.611406,5.569241,3.651600,3.644516,0.011068,1.548705,1.502254,0.081160,6.415153,6.405099,0.015961,6.608600,6.603065,0.008053,125.990864,126.013710,0.036393,0.011940,0.011939,0.000022,-0.154098,0.094510,0.360236,7.588350,8.195543,0.868220,2.444114,2.309788,0.185441,0.708625,0.829496,0.169447,8.664323,6.367071,3.431325,-0.476099,-0.418335,0.096500,0.196476,0.329615,0.200782,0.475558,2.031311,2.185533,-1.342894,0.467942,2.615746,-0.011745,-0.003211,0.012601,0.091237,0.311088,0.306521,0.182634,0.146020,0.053533,-0.115147,-0.046024,0.097887,190.537247,190.568405,0.045883,0.979441,0.981409,0.002898,11.254064,11.192667,0.092957,125.990864,126.013710,0.036393,0.708625,0.829496,0.169447,-0.111271,-0.019342,0.135326,255.022416,256.016449,1.371622,130.765912,130.780014,0.032807,6.859065,6.852816,0.009135,252.513579,251.975861,0.796521,11.680592,11.616027,0.097791,264.687754,265.699860,1.395206,14.747743,16.588781,2.705090,13.968255,15.676336,2.521099,14.920453,16.513006,2.333477,0.767587,0.719595,0.072643,6.608599,6.603063,0.008053,15.933537,17.749008,2.647675,16.885735,18.585678,2.461591,3.591773,3.591671,0.000152,5.796498,5.804459,0.011519,89.786720,89.786720,0.000000,6.316511,6.316511,0.000000,-3.905494,-3.905494,0.000000,0.000000,0.000000,0.000000,563.507507,563.512939,0.007832,0.002267,0.002351,0.000124,266.751221,271.293976,6.591007,1.388041,1.385446,0.003781
